0901423	アークレイリ	あーくれいり	(<POS: N.>) {<Dom.: Stadtn.>} Akureyri<Gen.: nNAr> (<Def.: Stadt in Nord-Island>).	HE	Tonakzent 13.04.2005			[Gr]あーくれいり				4	2
3585292	アーク炉	あーくろ	{<Dom.: Technik>} Lichtbogenofen<Gen.: m>.	アーク [2]			<アーク>炉	<あーく>–ろ	Komp. Anf.		2	3	
6238285	アーケード	あーけーど	(<POS: N.>) {<Dom.: Archit.>} [1] {<Dom.: Archit.>} Arkade<Gen.: f>; Bogengang<Gen.: m>; Passage<Gen.: f>. [2] Ladenarkade<Gen.: f>; Einkaufspassage<Gen.: f>; Einkaufsstraße<Gen.: f>. (<Etym.: von engl. <For.: arcade>>).	HE	Tonakzent 13.04.2005			あーけーど				3	1
8922153	アーケード街	あーけーどがい	Ladenarkade<Gen.: f>; Einkaufspassage<Gen.: f>; Einkaufsstraße<Gen.: f>.	アーケード			<アーケード>街	<あーけーど>–がい	Komp. Anf.				
0451066	アーゴノミックス	あーごのみっくす	(<POS: N.>) Ergonomie<Gen.: f> (<Def.: Lehre von den Leistungsfähigkeiten des Menschen>); Arbeitsplatzgestaltung<Gen.: f> (<Etym.: von engl. <For.: ergonomics>>; <Ref.: ⇒ <Transcr.: ningen·kōgaku> <Jap.: 人間工学><DaID: 1210075>>; <Ref.: ⇒ <Transcr.: hyūman·enjiniaringu> <Jap.: ヒューマン･エンジニアリング><DaID: 8175382>>; <Ref.: ⇒ <Transcr.: erugonomikkusu> <Jap.: エルゴノミックス><DaID: 1972619>>).	HE	Tonakzent 13.04.2005			あーごのみっ[Dev]くす				4	
3134939	アーゴノミックス･デザイン; アーゴノミックスデザイン	あーごのみっくすでざいん	ergonomisches Design<Gen.: n>.	アーゴノミックス		アーゴノミックス･デザイン	<アーゴノミックス>デザイン	<あーごのみっくす>[KanaSep]でざいん	Komp. Anf.				
5787932	アーサー王	あーさーおう	{<Dom.: Persönlichk.>} König <FamN. FirstN.: Artus> (<Def.: sagenhafter König der keltischen Briten>).	アーサー	FamN. FirstN muss noch definiert werden		<アーサー>王	<[Gr]あーさー>–おう	Komp. Anf.				
8471800	アーサー王物語	あーさーおうものがたり	König-Artus-Sage<Gen.: f>.	物語; 物語り			アーサー王<物語>	[Gr]あーさー–おう[DinSP]<もの'がたり>	Komp. Hint.				
1814021	アーサ感度; ASA感度 [a]	あーさかんど	{<Dom.: Fotog.>} ASA<Gen.: nNAr>; Lichtempfindlichkeit nach ASA (<Def.: Empfindlichkeitsbestimmung fotografischen Materials>; <Etym.: Abk. für engl. <For.: <Emph.:A>merican <Emph.:S>tandards <Emph.:A>ssociation> = „<Transl.: Normenstelle der USA>“>).	感度		アーサ感度; ASA感度	ASA<感度>	あーさ[DinSP]<かん'ど>	Komp. Hint.			4	
4497890	ああして	ああして	so; auf jene Art.	ああ [1]; あゝ			<ああ>して	<ああ>[suru]して	Abl. mit <Umschr.: shite>				
7150883	アース	あーす	(<POS: N., mit <Transcr.: suru> intrans. od. trans. V.>) [1] {<Dom.: Elektrot.>} Erdung<Gen.: f>; Erde<Gen.: f>; Erdschluss<Gen.: m>; Erdleitung<Gen.: f>. [2] Erde<Gen.: f>; Boden<Gen.: m>. (<Etym.: von engl. <For.: earth>>).	HE	Tonakzent 13.04.2005			あーす				1	
9834751	アース･カラー; アースカラー	あーすからー	Erdfarbe<Gen.: f> (<Etym.: von engl. <For.: earth color>>).	アース		アース･カラー	<アース>･カラー	<あーす>[KanaSep]からー	Komp. Anf.	2		4	
0406504	アースする	あーすする	{<Dom.: Elektrot.>} erden.	アース			<アース>する	<あーす>[suru]する	Abl. mit <Umschr.: suru>	1		1	
3090377	アース線	あーすせん	{<Dom.: Elektrot.>} Erdungskabel<Gen.: n>.	アース			<アース>線	<あーす>–せん	Komp. Anf.	1		0	
5743370	アース･デー; アースデー	あーすでー	Earth Day<Gen.: m> (<Def.: Gedenktag für Ökologie und Bewahrung der Schöpfung>; <Expl.: weltweit am 22. April gefeiert>).	アース		アース･デー	<アース>･デー	<あーす>[KanaSep]でー	Komp. Anf.	2		3	
8427238	アーチ	あーち	(<POS: N.>) [1] {<Dom.: Archit.>} Bogen<Gen.: m>; Gewölbe<Gen.: n>. [2] Bogen<Gen.: m> aus grünen Zweigen (<Expl.: o. Ä.>). [3] {<Dom.: Geom.>} Kreisbogen<Gen.: m>. [4] {<Dom.: Baseb.>} Homerun<Gen.: m>; weit geschlagener Ball<Gen.: m>.	HE	Tonakzent 13.04.2005			あーち				1	
1167783	アーチェリー	あーちぇりー	(<POS: N.>) {<Dom.: Sport>} (<Expl.: westliches>) Bogenschießen<Gen.: n>; Bogenschützenkunst<Gen.: f> (<Etym.: von engl. <For.: archery>>; <Ref.: ⇒ <Transcr.: yōkyū> <Jap.: 洋弓><DaID: 5545506>>).	HE	Tonakzent 13.04.2005			あーちぇりー				1	
1417783	アーチザン	あーちざん	(<POS: N.>) Handwerker<Gen.: m>; Kunsthandwerker<Gen.: m> (<Etym.: von franz. <For.: artisan>>; <Ref.: ⇒ <Transcr.: ātizan> <Jap.: アーティザン><DaID: 5318957>>).	HE				あーちざん					
3851652	アーチ式ダム	あーちしきだむ	Staudamm<Gen.: m> mit Bogenmauer.	ダム			アーチ式<ダム>	あーち–しき[DinSP]<だむ>	Komp. Hint.				
4101652	アーチ･ダム; アーチダム	あーちだむ	(<POS: N.>) Bogendamm<Gen.: m> (<Expl.: eines Stausees>).	HEアーチ	Tonakzent 13.04.2005	アーチ･ダム	<アーチ>･ダム	<あーち>[KanaSep]だむ	Komp. Anf.	3		4	
6504645	アーチファクト	あーちふぁくと	(<POS: N., Na.-Adj. mit <Transcr.: na> od. <Transcr.: no>>) Artefakt<Gen.: m>.	HE				あー[Dev]ちふぁ[Dev]くと					
6754645	ああっ女神さまっ	ああっめがみさまっ	(<POS: N.>) {<Dom.: Manga, Anime>} Oh! My Goddess!<Gen.: NAr>; Aah Megami Sama!<Gen.: NAr>.	HE				[Gr]ああっ　めがみ–さまっ					
9188513	アーティクル	あーてぃくる	(<POS: N.>) [1] Artikel<Gen.: m>; Zeitungsartikel<Gen.: m>; Zeitschriftenartikel<Gen.: m>. [2] {<Dom.: Gramm.>} Artikel<Gen.: m>; Geschlechtswort<Gen.: n>. (<Etym.: von engl. <For.: article>>).	HE	Tonakzent 13.04.2005			あーてぃくる				1	
9438513	アーティスト	あーてぃすと	(<POS: N.>) Künstler<Gen.: m> (<Etym.: von engl. <For.: artist>>).	HE	Tonakzent 13.04.2005			あーてぃ[Dev]すと				1	
0409770	アーティチョーク	あーてぃちょーく	(<POS: N.>) {<Dom.: Bot.>} Artischocke<Gen.: f> (<Scientif.: Cynara scolymus>).	HE	Tonakzent 13.04.2005			あーてぃちょーく				4	
3093643	アーティフィシャル	あーてぃふぃしゃる	(<POS: N.>) etw. Künstliches<Gen.: n> (<Etym.: von engl. <For.: artificial>>).	HE	Tonakzent 13.04.2005			あーてぃふぃしゃる				3	
5746636	アーティフィシャル･インテリジェンス; アーティフィシャルインテリジェンス	あーてぃふぃしゃるいんてりじぇんす	Künstliche Intelligenz<Gen.: f>; AI<Gen.: f> (<Etym.: von engl. <For.: artificial intelligence>>).	アーティフィシャル		アーティフィシャル･インテリジェンス	<アーティフィシャル>･インテリジェンス	<あーてぃふぃしゃる>[KanaSep]いんてりじぇんす	Komp. Anf.				
8430504	アーデナウアー	あーでなうあー	(<POS: N.>) {<Dom.: Persönlichk.>} Konrad <FamN.: Adenauer> (<Def.: erster dtsch. Bundeskanzler>; <BirthDeath: 1876–1967>).	HE				[Gr]あーでなうあー					
1068807	ああでもないこうでもない	ああでもないこうでもない	mal so, mal so; einmal so, dann wieder so; hin und her; weder so noch so.	ああ [1]; あゝ			<ああ>でもないこうでもない	<ああ>　でも　ない　こう　でも　ない	Verwendungsbeispiel				
3752676	アート	あーと	(<POS: N.>) [1] Kunst<Gen.: f>; schöne Künste<Gen.: fpl>. [2] Kunst<Gen.: f>; Kunstfertigkeit<Gen.: f>. [3] etw. Künstliches<Gen.: nNAr>; Menschenwerk<Gen.: n>. [4] Kunstdruckpapier<Gen.: n> (<Expl.: Abk. für <Ref.: <Transcr.: <Emph.:āto>·pēpā> <Jap.: アート･ペーパー><DaID: 1175936>>>). [5] Werbekunst<Gen.: f>; Werbung<Gen.: f>. (<Etym.: von engl. <For.: art>>). (<Ref.: ⇒ <Transcr.: bijutsu> <Jap.: 美術><DaID: 7612923>>).	HE	Tonakzent 13.04.2005			あーと				1	
6405669	アート紙	あーとし	{<Dom.: Druckw.>} Kunstdruckpapier<Gen.: n> (<Expl.: besonders hochwertiges Papier mit glatter Oberfläche>; <Etym.: von engl. <For.: art paper>>).	アート			<アート>紙	<あーと>–し	Komp. Anf.	4		3	
9089537	アート･シアター; アートシアター	あーとしあたー	Kunsttheater<Gen.: n> (<Etym.: von engl. <For.: art theatre>>).	アート		アート･シアター	<アート>･シアター	<あーと>[KanaSep]しあたー	Komp. Anf.	1		4	
0795224	アート･ディレクター; アートディレクター	あーとでぃれくたー	Art Director<Gen.: m>; künstlerische Leitung<Gen.: f> (<Expl.: bei Film, Werbung, Design, Buchdruck etc.>; <Etym.: von engl. <For.: art director>>).	アート		アート･ディレクター	<アート>･ディレクター	<あーと>[KanaSep]でぃれくたー	Komp. Anf.	1		5	
3479093	ああのこうのと指図がましくする	ああのこうのとさしずがましくする	jmdn. herumkommandieren.	指し図; 指図			ああのこうのと<指図>がましくする	ああ　の　こう　の　と　<さしず>　が　ましく[suru]する	Verwendungsbeispiel				
6132086	アーノルド	あーのるど	(<POS: N.>) {<Dom.: Persönlichk.>} [1] Thomas <FamN.: Arnold> (<Def.: Pädagoge und Historiker>; <BirthDeath: 1795–1842>). [2] Matthew <FamN.: Arnold> (<Def.: engl. Kritiker und Dichter>; <BirthDeath: 1822–1888>). [3] Edwin <FamN.: Arnold> (<Def.: engl. Dichter und Journalist>; <BirthDeath: 1832–1904>).	HE				[Gr]あーのるど					
8815954	アーバニズム	あーばにずむ	(<POS: N.>) {<Dom.: Soziol., Stadtplanung>} Urbanismus<Gen.: m> (<Etym.: von engl. <For.: urbanism>>).	HE				あーばにずむ				4	
0070268	アーバニティー	あーばにてぃー	(<POS: N.>) Urbanität<Gen.: f> (<Etym.: von engl. <For.: urbanity>>).	HE				あーばにてぃー					
2754463	アーバン	あーばん	(<POS: N.>) städtisch; urban (<Ref.: ⇔ <Transcr.: rūraru> <Jap.: ルーラル><DaID: 3125206>>).	HE	Tonakzent 13.04.2005			あーばん				1	
5407456	アーバン･デザイン; アーバンデザイン	あーばんでざいん	Stadt-Design<Gen.: n> (<Etym.: von engl. <For.: urban design>>).	アーバン		アーバン･デザイン	<アーバン>･デザイン	<あーばん>[KanaSep]でざいん	Komp. Anf.			6	
8091324	アーバン･ハウジング; アーバンハウジング	あーばんはうじんぐ	städtischer Wohnungsbau<Gen.: m>.	アーバンハウジング		アーバン･ハウジング	<1:アーバン>･<2:ハウジング>	<1:あーばん>[KanaSep]<2:はうじんぐ>	Komp. Anf.Komp. Hint.				
1067941	アーバン･ライフ; アーバンライフ	あーばんらいふ	städtisches Leben<Gen.: n> (<Etym.: von engl. <For.: urban life>>).	アーバン		アーバン･ライフ	<アーバン>･ライフ	<あーばん>[KanaSep]らいふ	Komp. Anf.			5	
3751810	アーバン･リニュアル; アーバンリニュアル	あーばんりにゅある	Stadterneuerung<Gen.: f> (<Etym.: von engl. <For.: urban renewal>>).	アーバン		アーバン･リニュアル	<アーバン>･リニュアル	<あーばん>[KanaSep]りにゅある	Komp. Anf.				
6404803	アービトレーション	あーびとれーしょん	(<POS: N.>) Schlichtung<Gen.: f> (<Etym.: von engl. <For.: arbitration>>).	HE				あーびとれーしょん					
9088671	アーベル	あーべる	(<POS: N.>) {<Dom.: Persönlichk.>} Niels Henrik <FamN.: Abel> (<Def.: norweg. Mathematiker>; <BirthDeath: 1802–1829>).	HE				[Gr]あーべる					
2626441	アーヘン	あーへん	(<POS: N.>) {<Dom.: Stadtn.>} Aachen<Gen.: nNAr> (<Def.: Stadt in Nordrhein-Westfalen>).	HE	Tonakzent 13.04.2005			[Gr]あーへん				1	
5310310	モーツァルトアーベント	もーつぁるとあーべんと	{<Dom.: Mus.>} Mozart-Abend<Gen.: m>.	アーベント			モーツァルト<アーベント>	[Gr]もーつぁると[KanaSep]<あーべんと>	Komp. Hint.				
7963303	アーマダバード	あーまだばーど	(<POS: N.>) {<Dom.: Stadtn.>} Ahmadabad<Gen.: nNAr> (<Def.: Stadt in Gujarat, Indien>).	HE				[Gr]あーまだばーど					
2506589	アーミー	あーみー	(<POS: N.>) Armee<Gen.: f>; Streitkräfte<Gen.: fpl>; Militär<Gen.: n> // (<Expl.: insbes.>) Heer<Gen.: n>; Landstreitkräfte<Gen.: npl> (<Etym.: von engl. <For.: army>>).	HE	Tonakzent 13.04.2005			あーみー				1	
5190458	アーミー･ルック; アーミールック	あーみーるっく	(<POS: N.>) {<Dom.: Mode>} Army Look<Gen.: m>.	HEアーミー	Tonakzent 13.04.2005	アーミー･ルック	<アーミー>･ルック	<あーみー>[KanaSep]るっく	Komp. Anf.			5	
7843451	アーミテージ	あーみてーじ	(<POS: N.>) {<Dom.: Persönlichk.>} Kenneth <FamN.: Armitage> (<Def.: engl. Bildhauer>; <BirthDeath: 1969–>).	HE				[Gr]あーみてーじ					
0841369	アーム	あーむ	(<POS: N.>) [1] {<Dom.: Anat.>} Arm<Gen.: m>. [2] Arm<Gen.: m>; Ausleger<Gen.: m> (<Expl.: einer Maschine>) // (<Expl.: insbes.>) Tonarm (<Expl.: Abk.>). [3] Signalarm<Gen.: m> (<Expl.: eines Eisenbahnsignals>). [4] {<Dom.: Kleidung>} Arm<Gen.: m>; Ärmel<Gen.: m>. (<Etym.: von engl. <For.: arm>>).	HE	Tonakzent 13.04.2005			あーむ				1	0
3525238	アームストロング	あーむすとろんぐ	(<POS: N.>) {<Dom.: Persönlichk.>} [1] William George <FamN.: Armstrong> (<Def.: engl. Industrieller>; <BirthDeath: 1810–1900>). [2] Louis <FamN.: Armstrong> (<Def.: amerik. Trompeter und Sänger>; <BirthDeath: 1900–1971>).	HE				[Gr]あーむ[Dev]すとろんぐ				6	
6178231	アーム･チェア; アームチェア	あーむちぇあ	Lehnstuhl<Gen.: m>; Lehnsessel<Gen.: m> (<Etym.: von engl. <For.: armchair>>).	アーム		アーム･チェア	<アーム>･チェア	<あーむ>[KanaSep]ちぇあ	Komp. Anf.	1		4	
8862099	アーメン	あーめん	(<POS: N.>) {<Dom.: Rel.>} Amen<Gen.: n> // Amen! (<Etym.: aus d. Hebr.>).	HE	Tonakzent 13.04.2005			あーめん				0	1; 3
1884849	アーモンド	あーもんど	(<POS: N.>) {<Dom.: Bot.>} Mandel<Gen.: f>; Mandelbaum<Gen.: m> (<Scientif.: Prunus communis>; <Etym.: von engl. <For.: almond>>; <Expl.: Zählweise: <Ref.: <Transcr.: kabu> <Jap.: 株><DaID: 8026705>> bzw. <Ref.: <Transcr.: hon> <Jap.: 本><DaID: 2184433>>>).	HE	Tonakzent 13.04.2005			あーもんど				1	3
4568718	アーリア人	あーりあじん	{<Dom.: Anthropol., Gesch.>} Arier<Gen.: m>.	アーリア			<アーリア>人	<[Gr]あーりあ>–じん	Komp. Anf.			4	
7221711	アーリーアメリカン	あーりーあめりかん	(<POS: N.>) <Def.: Stil<Gen.: m> aus der frühen Kolonialzeit Amerikas> (<Expl.: in Bezug auf Möbel und Architektur>; <Etym.: von engl. <For.: Early American>>).	HE				あーりー[KanaSep][Gr]あめりかん				6	
9905579	アーリントン	あーりんとん	(<POS: N.>) {<Dom.: Stadtn.>} Arlington<Gen.: nNAr> (<Def.: Wohnvorort von Washington D.C., Amerika>; <Expl.: Sitz des Pentagon>; <Expl.: beherbergt den Nationalfriedhof>).	HE	Tonakzent 13.04.2005			[Gr]あーりんとん				3	
2366671	a [1]; アール [1]	あーる [1]	(<POS: N.>) {<Dom.: Messw.>} Ar<Gen.: nm> (<Def.: 100 Quadratmeter>; <Expl.: Zeichen: a>; <Etym.: von franz. <For.: are>>).	HE	Tonakzent 13.04.2005	a; アール		あーる				1	
5050540	R [1a]; r [1b]; アール [2]	あーる [2]	(<POS: N.>) R<Gen.: n>; r<Gen.: n> (<Def.: achtzehnter Buchstabe des Alphabets>).	HE	Tonakzent 13.04.2005	R; アール		あーる				1	
7703533	RI	あーるあい	(<POS: N.>) {<Dom.: Phys.>} <Emph.:R>adio<Emph.:i>sotop<Gen.: n>; RI<Gen.: n>.	HE				あーる[WaSep]あい					
0500167	R&D; アール･アンド･ディー; アールアンドディー	あーるあんどでぃー	(<POS: N.>) Forschung<Gen.: f> und Entwicklung<Gen.: f>; F <SpecChar.: &> E<Gen.: f>; R <SpecChar.: &> D<Gen.: f> (<Etym.: Abk. für engl. <For.: <Emph.:r>esearch and <Emph.:d>evelopment>>; <Ref.: ⇒ <Transcr.: kenkyū·kaihatsu> <Jap.: 研究開発><DaID: 7132015>>).	HE		R&D; アール･アンド･ディー		あーる[KanaSep]あんど[KanaSep]でぃー					
3184040	Rh [1a]; アール･エイチ; アールエイチ	あーるえいち	(<POS: N.>) {<Dom.: Med.>} Rhesusfaktor<Gen.: m>; Rh<Gen.: m> (<Expl.: Abk.>).	HE		Rh; アール･エイチ		あーる[WaSep]えいち					
5837033	Rh因子 [a]; アール･エイチ因子; アールエイチ因子	あーるえいちいんし	{<Dom.: Med.>} Rhesusfaktor<Gen.: m>.	Rh [1a]; アール･エイチ; アールエイチ		Rh因子; アール･エイチ因子	<Rh>因子	<あーる[WaSep]えいち>[DinSP]いんし	Komp. Anf.			7	
8520901	Rh式血液型 [a]	あーるえいちしきけつえきがた	{<Dom.: Med.>} Rhesusfaktor-Blutgruppe<Gen.: fpl>.	Rh [1a]; アール･エイチ; アールエイチ			<Rh>式血液型	<あーる[WaSep]えいち>–しき[DinSP]けつ'えき–がた	Komp. Anf.				
2068739	Rhプラス	あーるえいちぷらす	{<Dom.: Med.>} Rh positiv; Rh+.	Rh [1a]; アール･エイチ; アールエイチ			<Rh>プラス	<あーる[KanaSep]えいち>[KanaSep]ぷらす	Komp. Anf.				
4752608	Rhマイナス	あーるえいちまいなす	{<Dom.: Med.>} Rh negativ; Rh−.	Rh [1a]; アール･エイチ; アールエイチ			<Rh>マイナス	<あーる[KanaSep]えいち>[KanaSep]まいなす	Komp. Anf.				
7405601	Rh [1b]; アール･エッチ; アールエッチ	あーるえっち	(<POS: N.>) {<Dom.: Med.>} Rhesusfaktor<Gen.: m> (<Expl.: Abk.>).	HE		Rh; アール･エッチ		あーる[WaSep]えっち					
0671758	Rh因子 [b]; アールエッチ因子	あーるえっちいんし	{<Dom.: Med.>} Rhesusfaktor<Gen.: m>.	Rh [1b]; アール･エッチ; アールエッチ		Rh因子; アールエッチ因子	<Rh>因子	<あーる[WaSep]えっち>[WaSep]いん'し	Komp. Anf.				
3355627	Rh抗原	あーるえっちこうげん	(<POS: N.>) {<Dom.: Med.>} Rhesusantigen<Gen.: n>.	HE				あーる[WaSep]えっ[Dev]ち[DinSP]こう'げん					
6008620	Rh式血液型 [b]	あーるえっちしきけつえきがた	{<Dom.: Med.>} Rhesusfaktor-Blutgruppen<Gen.: fpl>.	Rh [1b]; アール･エッチ; アールエッチ			<Rh>式血液型	<あーる[WaSep]えっち>–しき[DinSP]けつえき–がた	Komp. Anf.				
8692488	アール･デコ; アールデコ	あーるでこ	(<POS: N.>) {<Dom.: bild. Kunst>} Art<Gen.: f> Déco (<Etym.: von franz. <For.: art déco> bzw. <For.: <Emph.: art déco>ratif>>).	HE		アール･デコ		あーる[KanaSep]でこ				4	
